,State,County,Killed,Injured,AvgKilled,AvgInjured,Population,Houses,LandArea,PopDensity,HousingPrice,NumIncidents,NumCities
tx-lampasas,tx,lampasas,4.0,1.0,0.6666666666666666,0.16666666666666666,8626.0,3735.0,9.620000000000003,896.6735966735964,165820.60994301015,6,3
tx-vanzandt,tx,vanzandt,5.0,0.0,0.7142857142857143,0.0,14722.0,6143.0,17.889999999999986,822.91783119061,138312.73278694515,7,6
ky-grayson,ky,grayson,4.0,1.0,0.8,0.2,8182.0,3528.0,13.530000000000008,604.7302291204727,92973.89742121339,5,3
wi-greenlake,wi,greenlake,11.0,2.0,0.6111111111111112,0.1111111111111111,7227.5,4146.666666666666,111.69833333333328,64.7055312672526,129614.28360702803,18,6
sc-bamberg,sc,bamberg,5.0,11.0,0.23809523809523808,0.5238095238095238,7947.0,3711.0,11.320000000000007,702.0318021201409,56545.01041305771,21,4
mo-stone,mo,stone,1.0,0.0,0.3333333333333333,0.0,6038.0,3285.0,13.280000000000001,454.66867469879514,138036.03715714594,3,7
oh-harrison,oh,harrison,0.0,0.0,0.0,0.0,7280.0,3435.0,13.389999999999986,543.6893203883501,73102.625107685,1,10
ga-grady,ga,grady,4.0,3.0,0.4,0.3,10078.0,4223.0,10.860000000000001,927.9926335174953,109742.8319552306,10,2
mi-midland,mi,midland,2.0,2.0,0.5,0.5,43965.0,19628.0,36.220000000000034,1213.8321369409155,135756.4548562445,4,3
va-campbell,va,campbell,2.0,3.0,0.25,0.375,7451.0,3439.0,26.51999999999999,280.9577677224737,122307.6019134656,8,4
il-will,il,will,84.0,126.0,0.25225225225225223,0.3783783783783784,672429.0,237810.5,329.75500000000005,2039.1775712271228,240834.37485494989,333,25
ny-cayuga,ny,cayuga,5.0,4.0,0.21739130434782608,0.17391304347826086,50098.0,22726.0,185.93499999999995,269.43824454782595,119699.32821660362,23,13
pa-cumberland,pa,cumberland,8.0,19.0,0.07272727272727272,0.17272727272727273,108589.0,49067.0,72.77999999999996,1492.0170376477063,204016.76196179353,110,16
ca-modoc,ca,modoc,4.0,2.0,4.0,2.0,4368.0,2236.0,30.229999999999997,144.4922262652994,113914.80736373262,1,9
wy-washakie,wy,washakie,0.0,0.0,,,260.0,157.0,0.1799999999999999,1444.4444444444453,229301.81632653065,0,1
ne-sheridan,ne,sheridan,0.0,0.0,,,570.0,328.0,0.38000000000000017,1499.9999999999993,216750.83673469385,0,1
mo-callaway,mo,callaway,0.0,5.0,0.0,0.1724137931034483,18002.0,7071.0,20.079999999999988,896.5139442231081,137219.43853090666,29,6
ma-hampden,ma,hampden,67.0,308.0,0.06733668341708543,0.30954773869346736,390174.0,160164.0,485.21999999999997,804.1177197972055,195214.040245167,995,21
mo-lincoln,mo,lincoln,0.0,4.0,0.0,0.26666666666666666,18018.0,7332.0,14.200000000000012,1268.8732394366186,168296.68145635014,15,11
mi-isabella,mi,isabella,1.0,2.0,0.07142857142857142,0.14285714285714285,30539.0,11267.0,18.760000000000005,1627.878464818763,131059.23084029033,14,5
ar-stone,ar,stone,2.0,0.0,2.0,0.0,2921.0,1632.0,9.239999999999993,316.12554112554136,120050.87927671071,1,2
ky-rockcastle,ky,rockcastle,5.0,1.0,0.625,0.125,3914.0,1828.0,3.730000000000001,1049.3297587131365,75014.85507747959,8,3
il-woodford,il,woodford,0.0,0.0,0.0,0.0,21724.0,8557.0,16.14,1345.9727385377942,149946.97313811583,1,12
pa-jefferson,pa,jefferson,1.0,2.0,0.2,0.4,18644.0,9116.0,14.569999999999991,1279.615648593,76279.92271225297,5,11
sc-lancaster,sc,lancaster,29.0,39.0,0.3815789473684211,0.5131578947368421,11119.0,5207.0,9.90000000000001,1123.131313131312,118377.42165177959,76,3
ky-menifee,ky,menifee,0.0,0.0,,,1051.0,540.0,0.9300000000000006,1130.1075268817197,72041.45888133033,0,2
sd-meade,sd,meade,0.0,4.0,0.0,0.5714285714285714,11333.0,5021.0,11.079999999999997,1022.8339350180509,194701.01653463618,7,3
mn-norman,mn,norman,2.0,1.0,0.6666666666666666,0.3333333333333333,4039.0,2034.0,3.920000000000001,1030.3571428571427,89244.585322021,3,8
il-champaign,il,champaign,33.0,110.0,0.09705882352941177,0.3235294117647059,165355.0,72193.0,66.54999999999995,2484.6731780616096,135762.2467447892,340,24
tx-carson,tx,carson,1.0,1.0,0.5,0.5,4499.0,2033.0,5.13,876.9980506822612,98959.8675828423,2,4
ga-hall,ga,hall,19.0,27.0,0.296875,0.421875,47321.0,19203.0,51.720000000000006,914.9458623356534,196428.8239893252,64,6
ar-conway,ar,conway,1.0,0.0,1.0,0.0,9064.0,4106.0,23.350000000000016,388.1798715203424,85462.04819229203,1,5
tn-warren,tn,warren,3.0,1.0,0.75,0.25,14542.0,6761.0,14.739999999999995,986.5671641791048,101894.04272402644,4,3
ia-paloalto,ia,paloalto,0.0,0.0,0.0,0.0,6833.0,3343.0,7.340000000000003,930.9264305177107,94279.55603850874,1,8
tx-throckmorton,tx,throckmorton,0.0,0.0,,,264.0,140.0,0.6499999999999994,406.15384615384653,197307.306122449,0,1
al-shelby,al,shelby,399.0,673.0,0.3617407071622847,0.6101541251133273,367815.0,171639.0,440.56000000000404,834.8806065008094,117096.98250051343,1103,18
tx-kimble,tx,kimble,0.0,0.0,,,2574.0,1270.0,2.299999999999998,1119.1304347826097,84470.59183673469,0,1
al-tallapoosa,al,tallapoosa,13.0,13.0,0.41935483870967744,0.41935483870967744,20934.0,9659.0,93.28999999999999,224.39704148354596,127128.45477377203,31,6
il-richland,il,richland,0.0,0.0,,,10339.0,4895.0,10.630000000000006,972.6246472248348,83234.76583352442,0,5
il-madison,il,madison,25.0,48.0,0.14705882352941177,0.2823529411764706,212041.0,94016.0,194.39,1090.801995987448,121158.15297027971,170,24
il-lawrence,il,lawrence,0.0,0.0,,,9408.0,3538.0,4.619999999999999,2036.3636363636367,41915.08384767134,0,3
ar-saintfrancis,ar,saintfrancis,12.0,24.0,0.3333333333333333,0.6666666666666666,20115.0,7267.0,31.279999999999987,643.0626598465476,44035.39252448189,36,9
id-teton,id,teton,1.0,0.0,0.3333333333333333,0.0,3857.0,1848.0,6.77,569.7193500738553,321869.31023058575,3,3
oh-holmes,oh,holmes,2.0,0.0,2.0,0.0,4683.0,2103.0,3.1499999999999995,1486.666666666667,168892.889070036,1,5
ny-rensselaer,ny,rensselaer,0.0,0.0,0.0,0.0,35123.0,15713.0,39.33999999999999,892.8063040162687,173544.2488632187,6,9
mn-lacquiparle,mn,lacquiparle,2.0,0.0,1.0,0.0,3434.0,1861.0,3.4399999999999977,998.255813953489,60108.851473313676,2,4
tx-shackelford,tx,shackelford,0.0,0.0,,,2034.0,999.0,1.5699999999999992,1295.541401273886,99320.85714285713,0,1
ks-scott,ks,scott,0.0,0.0,,,3816.0,1710.0,2.6299999999999986,1450.9505703422062,191624.28571428568,0,1
tn-weakley,tn,weakley,6.0,3.0,0.35294117647058826,0.17647058823529413,19049.0,8143.0,25.32,752.3301737756714,93939.18146874617,17,5
ga-turner,ga,turner,2.0,1.0,0.4,0.2,5050.0,2199.0,6.499999999999999,776.923076923077,70872.79798424144,5,3
ca-sierra,ca,sierra,0.0,0.0,,,1677.0,1170.0,11.420000000000009,146.84763572679498,192155.4394034537,0,5
ne-buffalo,ne,buffalo,1.0,4.0,0.06666666666666667,0.26666666666666666,36977.0,15422.0,19.73999999999999,1873.2016210739623,190755.57105057038,15,10
tx-concho,tx,concho,1.0,0.0,1.0,0.0,2766.0,581.0,2.3799999999999986,1162.1848739495806,221839.693877551,1,1
nc-graham,nc,graham,0.0,0.0,,,665.0,579.0,0.6500000000000007,1023.076923076922,164441.7611293222,0,2
ia-poweshiek,ia,poweshiek,0.0,0.0,0.0,0.0,13167.0,5689.0,11.389999999999995,1156.0140474100092,137040.9584841495,1,9
il-jefferson,il,jefferson,3.0,8.0,0.07692307692307693,0.20512820512820512,20908.0,9223.0,23.720000000000017,881.4502529510955,88968.69803955742,39,9
id-bearlake,id,bearlake,0.0,0.0,,,3792.0,1847.0,7.4599999999999955,508.3109919571049,142104.43240555562,0,4
ok-atoka,ok,atoka,6.0,1.0,0.6666666666666666,0.1111111111111111,4136.0,1995.0,21.76999999999998,189.98621956821333,77266.79129456295,9,4
ks-kearny,ks,kearny,0.0,0.0,,,2916.0,1100.0,1.4500000000000002,2011.0344827586205,118983.09167679612,0,2
oh-trumbull,oh,trumbull,35.0,71.0,0.23648648648648649,0.4797297297297297,106335.0,50615.0,77.10000000000007,1379.1828793774307,69095.04297239709,148,15
ne-cedar,ne,cedar,0.0,0.0,,,4412.0,2181.0,3.999999999999999,1103.0000000000002,103202.8447445003,0,8
sc-charleston,sc,charleston,18.0,32.0,0.24,0.4266666666666667,89922.0,48559.0,146.80999999999997,612.505960084463,541497.1254284582,75,11
ca-colusa,ca,colusa,0.0,1.0,0.0,0.2,16068.0,5507.0,18.180000000000003,883.8283828382837,214444.7110727349,5,7
co-routt,co,routt,1.0,1.0,0.2,0.2,15415.0,11609.0,14.90999999999999,1033.8698859825627,544276.3105630572,5,5
tn-vanburen,tn,vanburen,0.0,0.0,,,1601.0,703.0,6.870000000000004,233.04221251819493,93255.4693877551,0,1
mt-flathead,mt,flathead,7.0,11.0,0.15555555555555556,0.24444444444444444,42042.0,22877.0,97.86000000000001,429.61373390557935,329799.7267489771,45,12
ky-laurel,ky,laurel,12.0,11.0,0.46153846153846156,0.4230769230769231,8709.0,4004.0,12.410000000000004,701.7727639000803,107138.48703082632,26,2
ct-newhaven,ct,newhaven,183.0,677.0,0.12508544087491455,0.46274777853725224,862477.0,362004.0,604.52,1426.7137563686892,210479.64500855937,1463,27
sd-lake,sd,lake,1.0,1.0,0.5,0.5,7080.0,3162.0,5.950000000000007,1189.9159663865532,148034.45953865416,2,4
va-tazewell,va,tazewell,2.0,3.0,0.2857142857142857,0.42857142857142855,17420.0,8303.0,24.69,705.5488051842851,87710.49793657075,7,5
mo-livingston,mo,livingston,0.0,0.0,0.0,0.0,10621.0,4661.0,10.039999999999997,1057.8685258964147,102835.43046731672,2,7
pa-lycoming,pa,lycoming,22.0,28.0,0.46808510638297873,0.5957446808510638,50564.0,22378.0,18.88000000000001,2678.1779661016935,112082.9257833222,47,9
mo-nodaway,mo,nodaway,1.0,0.0,1.0,0.0,15466.0,6291.0,10.91,1417.5985334555453,130347.73689008267,1,16
va-dinwiddie,va,dinwiddie,0.0,1.0,0.0,1.0,483.0,215.0,0.9299999999999998,519.3548387096776,101582.20408163263,1,1
oh-knox,oh,knox,6.0,1.0,0.8571428571428571,0.14285714285714285,25361.0,10801.0,14.490000000000009,1750.2415458937187,112912.17833949614,7,8
tx-wheeler,tx,wheeler,0.0,2.0,0.0,2.0,3502.0,1690.0,3.579999999999999,978.2122905027935,76022.05431711144,1,2
ks-clay,ks,clay,0.0,0.0,,,5713.0,2774.0,4.260000000000001,1341.0798122065726,79364.5182511925,0,5
il-vermilion,il,vermilion,29.0,63.0,0.26605504587155965,0.5779816513761468,56947.0,25622.0,40.03500000000004,1422.4303734232533,64808.548147681846,109,19
al-fayette,al,fayette,0.0,0.0,,,6277.0,3070.0,25.870000000000005,242.63625821414763,72197.90643488665,0,3
ok-alfalfa,ok,alfalfa,0.0,0.0,,,811.0,483.0,2.1500000000000004,377.20930232558135,56535.164406135125,0,3
tx-runnels,tx,runnels,1.0,0.0,1.0,0.0,7158.0,3380.0,7.11,1006.7510548523206,63677.420848931295,1,3
ia-howard,ia,howard,0.0,0.0,0.0,0.0,6114.0,2979.0,8.58,712.5874125874126,109740.83886525407,1,6
fl-hillsborough,fl,hillsborough,209.0,353.0,0.2619047619047619,0.4423558897243108,827272.0,364903.0,426.6100000000018,1939.1762968519176,215433.27125170757,798,18
mo-washington,mo,washington,0.0,1.0,0.0,0.5,3586.0,1629.0,3.2599999999999993,1100.0000000000002,91634.81789253456,2,4
va-henrico,va,henrico,6.0,5.0,0.3157894736842105,0.2631578947368421,91039.0,39465.0,50.33000000000003,1808.8416451420615,236983.24847676407,19,5
vt-washington,vt,washington,19.0,9.0,0.16964285714285715,0.08035714285714286,44758.5,23273.0,566.6150000000001,78.99279051913555,216910.45553626973,112,20
ia-worth,ia,worth,0.0,0.0,,,4648.0,2236.0,9.999999999999998,464.80000000000007,99839.52984556972,0,7
tx-montgomery,tx,montgomery,55.0,37.0,0.4824561403508772,0.32456140350877194,135144.5,51313.0,106.3500000000001,1270.7522331922885,209257.04010949304,114,15
al-elmore,al,elmore,15.0,15.0,0.39473684210526316,0.39473684210526316,30628.0,12662.0,52.489999999999995,583.5016193560679,135307.33033209038,38,7
ga-taliaferro,ga,taliaferro,0.0,0.0,,,674.0,376.0,3.900000000000003,172.82051282051268,44423.161094224924,0,2
mo-stoddard,mo,stoddard,0.0,0.0,0.0,0.0,15135.0,7087.0,12.200000000000003,1240.573770491803,82649.4596919338,3,8
il-jasper,il,jasper,0.0,0.0,,,3226.0,1534.0,3.469999999999998,929.6829971181562,82236.170369582,0,3
mi-presqueisle,mi,presqueisle,3.0,0.0,1.5,0.0,4147.0,2381.0,8.080000000000002,513.2425742574256,78054.01385115155,2,4
mn-fillmore,mn,fillmore,1.0,1.0,0.2,0.2,13391.0,6368.0,49.850000000000016,268.6258776328986,155483.9992981489,5,14
ky-washington,ky,washington,3.0,2.0,0.5,0.3333333333333333,3023.0,1472.0,4.749999999999997,636.4210526315793,116166.1991736912,6,3
la-natchitoches,la,natchitoches,11.0,18.0,0.25,0.4090909090909091,19524.0,8493.0,35.85000000000004,544.6025104602505,174064.5503357676,44,4
co-eagle,co,eagle,2.0,2.0,0.16666666666666666,0.16666666666666666,40193.0,23330.0,62.04999999999999,647.7518130539888,788709.0310872399,12,10
ks-chautauqua,ks,chautauqua,0.0,0.0,,,579.0,342.0,0.75,772.0,37882.73469387755,0,1
ks-ford,ks,ford,5.0,2.0,1.0,0.4,29286.0,10225.0,18.08000000000002,1619.8008849557505,103858.84156279624,5,5
ky-grant,ky,grant,4.0,4.0,0.6666666666666666,0.6666666666666666,10163.0,3920.0,26.489999999999984,383.65420913552305,137101.5040035402,6,4
il-lasalle,il,lasalle,0.0,1.0,0.0,0.16666666666666666,81138.0,36087.0,76.63,1058.8281351950934,98902.60542336697,6,22
nv-elko,nv,elko,9.0,5.0,0.2903225806451613,0.16129032258064516,40028.0,15500.0,106.94999999999997,374.2683496961198,260675.6170241502,31,7
ga-floyd,ga,floyd,21.0,42.0,0.08974358974358974,0.1794871794871795,41694.0,18246.0,40.369999999999905,1032.7966311617563,108537.70784476008,234,3
nd-mchenry,nd,mchenry,0.0,0.0,,,2361.0,1321.0,4.279999999999998,551.6355140186919,150560.5606358819,0,6
mn-saintlouis,mn,saintlouis,8.0,26.0,0.0898876404494382,0.29213483146067415,150885.0,70407.0,595.5199999999999,253.36680548092428,148490.7299988395,89,26
va-warren,va,warren,2.0,0.0,1.0,0.0,15705.0,6740.0,10.020000000000007,1567.3652694610769,212139.8600859928,2,2
ky-lee,ky,lee,7.0,1.0,1.1666666666666667,0.16666666666666666,1307.0,577.0,2.0999999999999983,622.3809523809529,62574.836734693876,6,1
me-waldo,me,waldo,0.0,0.0,0.0,0.0,35951.0,20297.5,684.0999999999999,52.552258441748286,178238.23698354326,15,26
mo-howell,mo,howell,3.0,3.0,0.5,0.5,17400.0,8115.0,24.159999999999986,720.1986754966891,114973.82286519044,6,4
ks-atchison,ks,atchison,1.0,0.0,1.0,0.0,12095.0,4926.0,9.759999999999996,1239.241803278689,81086.57911788345,1,5
oh-medina,oh,medina,8.0,4.0,0.4,0.2,90121.0,37603.0,43.309999999999995,2080.8358346802124,194195.22705109164,20,8
ok-rogermills,ok,rogermills,1.0,1.0,1.0,1.0,655.0,268.0,16.570000000000018,39.52926976463484,97734.90169052697,1,2
sc-calhoun,sc,calhoun,0.0,0.0,0.0,0.0,424.0,209.0,3.1200000000000023,135.8974358974358,139816.16326530612,2,1
al-franklin,al,franklin,5.0,7.0,0.2631578947368421,0.3684210526315789,16015.0,7023.0,42.04999999999999,380.85612366230686,73825.95358809906,19,7
il-adams,il,adams,5.0,17.0,0.07575757575757576,0.25757575757575757,47272.0,21521.0,23.480000000000008,2013.2879045996585,118097.427851676,66,14
ga-columbia,ga,columbia,6.0,10.0,0.18181818181818182,0.30303030303030304,78688.0,30536.0,49.119999999999976,1601.9543973941377,196919.97847330646,33,4
ak-ketchikangateway,ak,ketchikangateway,0.0,0.0,,,411.0,128.0,0.9799999999999992,419.3877551020412,241058.6530612245,0,1
ne-harlan,ne,harlan,0.0,1.0,0.0,1.0,5495.0,2589.0,3.860000000000004,1423.5751295336772,109480.95918367348,1,1
tx-reeves,tx,reeves,0.0,0.0,,,9349.0,3808.0,9.320000000000002,1003.1115879828324,87473.96295125195,0,3
az-coconino,az,coconino,19.0,13.0,0.5135135135135135,0.35135135135135137,89304.0,41719.0,345.0,258.8521739130435,353221.4884585956,37,7
pa-montour,pa,montour,0.0,0.0,,,4972.0,2569.0,1.6100000000000012,3088.198757763973,119816.07627044589,0,2
fl-bradford,fl,bradford,1.0,0.0,0.14285714285714285,0.0,7017.0,3219.0,10.219999999999995,686.594911937378,111518.79738288606,7,4
ga-newton,ga,newton,26.0,15.0,0.45614035087719296,0.2631578947368421,17787.0,7265.0,22.570000000000018,788.0815241470973,145676.3057054046,57,5
ky-boone,ky,boone,11.0,9.0,0.275,0.225,62895.0,25390.0,51.6,1218.8953488372092,189237.65144376887,40,7
nc-bertie,nc,bertie,5.0,4.0,0.45454545454545453,0.36363636363636365,6286.0,2541.0,8.899999999999995,706.2921348314611,65860.57108321486,11,8
wv-wirt,wv,wirt,0.0,0.0,,,823.0,437.0,0.4699999999999998,1751.0638297872347,67070.28571428571,0,1
la-redriver,la,redriver,2.0,2.0,0.6666666666666666,0.6666666666666666,3076.0,1283.0,16.810000000000006,182.98631766805465,89433.89209318437,3,4
tx-gillespie,tx,gillespie,1.0,0.0,0.5,0.0,12227.0,6294.0,80.21000000000001,152.43735195112828,289996.8850314196,2,3
ar-white,ar,white,12.0,9.0,0.48,0.36,41171.0,17395.0,49.020000000000024,839.881680946552,116420.51506477843,25,16
ky-gallatin,ky,gallatin,1.0,0.0,1.0,0.0,2206.0,1035.0,8.26,267.07021791767556,108469.0871734201,1,3
ga-muscogee,ga,muscogee,105.0,370.0,0.13324873096446702,0.46954314720812185,189885.0,82690.0,216.39000000000286,877.512824067644,94608.16370558376,788,1
ok-tillman,ok,tillman,0.0,0.0,0.0,0.0,6371.0,3289.0,7.4999999999999964,849.466666666667,30927.742146052708,2,6
az-maricopa,az,maricopa,690.0,718.0,0.4659014179608373,0.48480756245779877,3715745.0,1586375.0,2303.030000000007,1613.4158043968114,269873.21170791215,1481,33
va-radford,va,radford,0.0,2.0,0.0,0.2857142857142857,16408.0,6427.0,9.870000000000003,1662.41134751773,163503.6274509804,7,1
ks-jefferson,ks,jefferson,3.0,2.0,0.75,0.5,6940.0,2958.0,7.050000000000004,984.3971631205668,148087.75459149174,4,9
ca-santabarbara,ca,santabarbara,40.0,39.0,0.41237113402061853,0.4020618556701031,331565.0,116938.0,94.39,3512.7132111452484,783669.3421850961,97,15
mt-custer,mt,custer,1.0,1.0,0.5,0.5,8429.0,4013.0,3.760000000000002,2241.755319148935,158901.98674206788,2,2
nm-cibola,nm,cibola,5.0,1.0,0.5555555555555556,0.1111111111111111,14080.0,5252.0,50.920000000000016,276.5121759622937,83581.75006287328,9,5
tx-hill,tx,hill,5.0,1.0,0.7142857142857143,0.14285714285714285,15899.0,6611.0,20.750000000000007,766.2168674698793,79693.41421378715,7,13
tx-franklin,tx,franklin,0.0,3.0,0.0,1.0,3178.0,1424.0,4.439999999999997,715.7657657657663,123034.62307956892,3,2
md-baltimore,md,baltimore,1077.0,2436.0,0.2709433962264151,0.6128301886792453,1087300.0,492182.0,232.170000000002,4683.206271266704,187812.23916154692,3975,17
ga-talbot,ga,talbot,0.0,0.0,0.0,0.0,1660.0,816.0,7.029999999999994,236.13086770981528,65864.00852841137,1,4
in-kosciusko,in,kosciusko,3.0,7.0,0.12,0.28,28766.0,12728.0,21.540000000000006,1335.4688950789225,162772.9170666139,25,13
id-gem,id,gem,1.0,2.0,0.3333333333333333,0.6666666666666666,6557.0,2916.0,2.7999999999999994,2341.7857142857147,193550.7551020409,3,1
pa-schuylkill,pa,schuylkill,9.0,19.0,0.24324324324324326,0.5135135135135135,62078.0,31454.0,38.849999999999994,1597.8893178893181,69479.35447988949,37,29
mn-chisago,mn,chisago,3.0,4.0,0.3333333333333333,0.4444444444444444,51181.0,19563.0,195.36999999999995,261.96959615089327,248570.73640785867,9,12
tn-sullivan,tn,sullivan,17.0,34.0,0.17525773195876287,0.35051546391752575,79714.0,38559.0,88.59999999999992,899.7065462753958,127030.97635400397,97,4
sd-miner,sd,miner,0.0,0.0,,,105.0,59.0,0.3100000000000001,338.7096774193547,118184.26530612244,0,1
al-bullock,al,bullock,7.0,14.0,0.4117647058823529,0.8235294117647058,4741.0,2100.0,16.089999999999996,294.65506525792426,54846.6758980142,17,4
ms-smith,ms,smith,0.0,1.0,0.0,1.0,3267.0,1438.0,13.89,235.20518358531316,86567.64421957935,1,4
me-sagadahoc,me,sagadahoc,1.0,5.0,0.047619047619047616,0.23809523809523808,31957.5,16819.5,213.81999999999996,149.4598260218876,222413.62532556048,21,10
sc-williamsburg,sc,williamsburg,7.0,5.0,0.4117647058823529,0.29411764705882354,4978.0,2367.0,10.1,492.8712871287129,63886.443805557705,17,5
ok-jackson,ok,jackson,5.0,14.0,0.1388888888888889,0.3888888888888889,22036.0,10040.0,21.269999999999985,1036.0131640808659,52304.20688129641,36,7
ks-pottawatomie,ks,pottawatomie,0.0,2.0,0.0,1.0,6883.0,3063.0,4.669999999999998,1473.8758029978592,142460.1126546603,2,9
ks-sumner,ks,sumner,0.0,0.0,0.0,0.0,14708.0,6813.0,18.220000000000006,807.2447859495057,82137.20099329912,1,12
ga-cobb,ga,cobb,520.0,798.0,0.3145795523290986,0.4827586206896552,718859.0,366039.0,255.4999999999965,2813.538160469706,275777.48315119656,1653,9
tx-gregg,tx,gregg,63.0,68.0,0.3539325842696629,0.38202247191011235,110530.0,44743.0,106.08999999999983,1041.8512583655404,146399.35157278812,178,7
ia-plymouth,ia,plymouth,1.0,1.0,0.14285714285714285,0.14285714285714285,16382.0,7080.0,14.699999999999996,1114.4217687074834,147700.0527124409,7,9
ny-bronx,ny,bronx,0.0,0.0,,,877.0,343.0,0.8299999999999991,1056.6265060240976,290152.73469387763,0,1
mo-andrew,mo,andrew,1.0,0.0,1.0,0.0,6057.0,2659.0,4.469999999999998,1355.0335570469804,137751.35997114156,1,7
ar-columbia,ar,columbia,3.0,0.0,1.0,0.0,14399.0,6670.0,18.870000000000005,763.0630630630628,78940.49519321971,3,5
la-iberville,la,iberville,6.0,9.0,0.35294117647058826,0.5294117647058824,11540.0,4829.0,13.339999999999991,865.0674662668672,131856.59982642412,17,5
ok-nowata,ok,nowata,1.0,0.0,1.0,0.0,5351.0,2543.0,4.889999999999997,1094.2740286298574,58903.013113227986,1,5
ar-jackson,ar,jackson,6.0,5.0,0.5,0.4166666666666667,12529.0,5104.0,25.02999999999999,500.55932880543367,46894.36043795676,12,9
ga-dooly,ga,dooly,8.0,1.0,1.6,0.2,9021.0,3258.0,13.490000000000006,668.7175685693103,57502.38864459228,5,5
ks-logan,ks,logan,1.0,0.0,1.0,0.0,2045.0,1035.0,1.9399999999999988,1054.123711340207,108034.35,1,1
ia-wayne,ia,wayne,0.0,0.0,,,3734.0,1939.0,7.539999999999998,495.22546419098154,71264.19964004167,0,8
ky-hopkins,ky,hopkins,8.0,12.0,0.21621621621621623,0.32432432432432434,27878.0,12825.0,32.860000000000014,848.3870967741932,82036.5722941439,37,9
wy-johnson,wy,johnson,0.0,0.0,,,4848.0,2434.0,4.860000000000001,997.5308641975306,242909.3470393909,0,2
ga-clay,ga,clay,2.0,0.0,2.0,0.0,1210.0,631.0,6.39,189.35837245696402,62351.666159966364,1,2
ia-dubuque,ia,dubuque,3.0,23.0,0.04838709677419355,0.3709677419354839,74903.0,31879.0,49.13,1524.587828210869,166937.98654518588,62,18
il-dupage,il,dupage,24.0,16.0,0.375,0.25,638776.0,250477.0,191.14999999999995,3341.752550353127,310456.1084337842,64,28
oh-delaware,oh,delaware,420.0,871.0,0.3286384976525822,0.6815336463223787,878187.0,407122.0,262.62500000000466,3343.8819609709067,155331.3554439437,1278,11
mi-mason,mi,mason,2.0,0.0,0.5,0.0,9911.0,5314.0,7.890000000000001,1256.147021546261,140274.11736775402,4,5
or-douglas,or,douglas,28.0,18.0,1.037037037037037,0.6666666666666666,51541.0,23640.0,40.629999999999995,1268.5454097957177,184334.97152192652,27,15
in-greene,in,greene,2.0,1.0,0.5,0.25,13137.0,6391.0,14.03,936.3506771204562,88729.93313620238,4,8
il-kane,il,kane,37.0,118.0,0.1417624521072797,0.4521072796934866,491122.0,170696.0,199.66999999999985,2459.668452947365,213578.86264874492,261,22
oh-mercer,oh,mercer,2.0,2.0,0.18181818181818182,0.18181818181818182,18738.0,8354.0,9.849999999999998,1902.3350253807112,123607.15437307315,11,8
fl-taylor,fl,taylor,3.0,13.0,0.3,1.3,8064.0,4670.0,12.579999999999997,641.0174880763118,105964.02647918006,10,2
oh-ross,oh,ross,4.0,7.0,0.13793103448275862,0.2413793103448276,27476.5,13094.0,14.459999999999996,1900.1728907330573,111505.89408839928,29,8
wa-garfield,wa,garfield,0.0,0.0,,,1425.0,723.0,1.780000000000001,800.5617977528086,137692.75510204086,0,1
ok-osage,ok,osage,4.0,2.0,0.5,0.25,11813.0,5567.0,10.129999999999995,1166.1401776900302,51786.73098426222,8,12
tx-taylor,tx,taylor,24.0,51.0,0.17777777777777778,0.37777777777777777,122438.0,50221.0,117.8400000000004,1039.0190088255226,127026.96234446802,135,6
nc-montgomery,nc,montgomery,4.0,3.0,0.5714285714285714,0.42857142857142855,7786.0,3199.0,12.049999999999999,646.1410788381743,98804.27429490084,7,5
ks-harper,ks,harper,0.0,0.0,,,4476.0,2329.0,6.220000000000001,719.6141479099678,52960.57837658895,0,6
la-morehouse,la,morehouse,4.0,6.0,0.3076923076923077,0.46153846153846156,12708.0,5468.0,13.539999999999996,938.5524372230432,53038.075378124064,13,5
tx-dimmit,tx,dimmit,3.0,1.0,1.0,0.3333333333333333,7267.0,3045.0,8.220000000000002,884.0632603406324,87105.65795829003,3,4
va-williamsburgcity,va,williamsburgcity,8.0,10.0,0.26666666666666666,0.3333333333333333,14068.0,5176.0,9.019999999999994,1559.6452328159655,313717.5263157895,30,1
nc-tyrrell,nc,tyrrell,1.0,3.0,0.25,0.75,891.0,433.0,1.200000000000001,742.4999999999993,80781.20408163265,4,1
sd-edmunds,sd,edmunds,0.0,1.0,0.0,1.0,1785.0,885.0,2.450000000000002,728.571428571428,81446.294846074,1,3
nc-robeson,nc,robeson,90.0,82.0,0.5660377358490566,0.5157232704402516,35755.0,15395.0,37.150000000000055,962.4495289367414,72157.2379693028,159,15
tx-anderson,tx,anderson,11.0,12.0,0.4074074074074074,0.4444444444444444,22565.0,9660.0,26.639999999999993,847.0345345345347,101202.55042096435,27,5
mo-harrison,mo,harrison,0.0,0.0,0.0,0.0,5379.0,2725.0,10.85,495.7603686635945,80368.32977852403,1,9
vt-essex,vt,essex,2.0,0.0,0.6666666666666666,0.0,6724.0,5017.5,488.92999999999995,13.752479905098891,113384.63853248324,3,15
ar-vanburen,ar,vanburen,1.0,1.0,0.3333333333333333,0.3333333333333333,6478.0,4199.0,58.63999999999999,110.47066848567532,83736.33926445071,3,6
